ANNO,TRIMESTRE,MES_DEL_TRIMESTRE,ID_EMPRESA,EMPRESA,TRAFICO
2021,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,3,1,901104609,SETROC MOBILE GROUP SAS,0
2021,3,1,901354361,PARTNERS TELECOM COLOMBIA SAS,4063423649
2021,3,2,800153993,COMUNICACION CELULAR S A COMCEL S A,60381292613
2021,3,2,830016046,AVANTEL S.A.S,1653448826
2021,3,2,830114921,COLOMBIA MOVIL  S.A ESP,26381847141
2021,3,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,36231192995
2021,3,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1007515581
2021,3,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,3,2,901104609,SETROC MOBILE GROUP SAS,0
2021,3,2,901354361,PARTNERS TELECOM COLOMBIA SAS,5666549905
2021,3,3,800153993,COMUNICACION CELULAR S A COMCEL S A,63821461465
2021,3,3,830016046,AVANTEL S.A.S,1265979445
2021,3,3,830114921,COLOMBIA MOVIL  S.A ESP,29559258079
2021,3,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,36511366345
2021,3,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,972600727
2021,3,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,3,3,901104609,SETROC MOBILE GROUP SAS,0
2021,3,3,901354361,PARTNERS TELECOM COLOMBIA SAS,7533571466
2021,4,1,800153993,COMUNICACION CELULAR S A COMCEL S A,70215746451
2021,4,1,830016046,AVANTEL S.A.S,1096385843
2021,4,1,830114921,COLOMBIA MOVIL  S.A ESP,29672729310
2021,4,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,37738614509
2021,4,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,956784192
2021,4,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,4,1,901104609,SETROC MOBILE GROUP SAS,0
2021,4,1,901354361,PARTNERS TELECOM COLOMBIA SAS,7563973680
2021,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,70661814201
2021,4,2,830016046,AVANTEL S.A.S,736132776
2021,4,2,830114921,COLOMBIA MOVIL  S.A ESP,28519003077
2021,4,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,37510710130
2021,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,915024430
2021,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,4,2,901104609,SETROC MOBILE GROUP SAS,0
2021,4,2,901354361,PARTNERS TELECOM COLOMBIA SAS,8420607283
2021,4,3,800153993,COMUNICACION CELULAR S A COMCEL S A,75676049438
2021,4,3,830016046,AVANTEL S.A.S,593056267
2021,4,3,830114921,COLOMBIA MOVIL  S.A ESP,29840498259
2021,4,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,40400565803
2021,4,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,984215130
2021,4,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2021,4,3,901104609,SETROC MOBILE GROUP SAS,0
2021,4,3,901354361,PARTNERS TELECOM COLOMBIA SAS,10092195783
2022,1,1,830016046,AVANTEL S.A.S,554217918
2022,1,1,800153993,COMUNICACION CELULAR S A COMCEL S A,78420913995
2022,1,1,901354361,PARTNERS TELECOM COLOMBIA SAS,11159391489
2022,1,1,901104609,SETROC MOBILE GROUP SAS,0
2022,1,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,1,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,937342193
2022,1,1,830114921,COLOMBIA MOVIL  S.A ESP,29624168874
2022,1,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,40463001431
2022,1,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,999685213
2022,1,2,901354361,PARTNERS TELECOM COLOMBIA SAS,10977088217
2022,1,2,800153993,COMUNICACION CELULAR S A COMCEL S A,72121973958
2022,1,2,901104609,SETROC MOBILE GROUP SAS,0
2022,1,2,830114921,COLOMBIA MOVIL  S.A ESP,28066112349
2022,1,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,1,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,38171845986
2022,1,2,830016046,AVANTEL S.A.S,454494560
2022,1,3,830016046,AVANTEL S.A.S,395951400
2022,1,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,43275610802
2022,1,3,830114921,COLOMBIA MOVIL  S.A ESP,34934360737
2022,1,3,800153993,COMUNICACION CELULAR S A COMCEL S A,82321545473
2022,1,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1251428392
2022,1,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,1,3,901104609,SETROC MOBILE GROUP SAS,0
2022,1,3,901354361,PARTNERS TELECOM COLOMBIA SAS,14177182663
2022,2,1,830114921,COLOMBIA MOVIL  S.A ESP,33673670153
2022,2,1,901354361,PARTNERS TELECOM COLOMBIA SAS,15479404322
2022,2,1,901104609,SETROC MOBILE GROUP SAS,0
2022,2,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,2,1,830016046,AVANTEL S.A.S,274951274
2022,2,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,43366219444
2022,2,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1246452415
2022,2,1,800153993,COMUNICACION CELULAR S A COMCEL S A,80044254627
2022,2,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,46901198790
2022,2,2,830016046,AVANTEL S.A.S,251714182
2022,2,2,901354361,PARTNERS TELECOM COLOMBIA SAS,17405150660
2022,2,2,901104609,SETROC MOBILE GROUP SAS,0
2022,2,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,2,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1314939672
2022,2,2,800153993,COMUNICACION CELULAR S A COMCEL S A,89364471412
2022,2,2,830114921,COLOMBIA MOVIL  S.A ESP,41387294515
2022,2,3,830114921,COLOMBIA MOVIL  S.A ESP,38528012576
2022,2,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,2,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,46629667240
2022,2,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1378928564
2022,2,3,901354361,PARTNERS TELECOM COLOMBIA SAS,18364024824
2022,2,3,800153993,COMUNICACION CELULAR S A COMCEL S A,90006533935
2022,2,3,830016046,AVANTEL S.A.S,267241768
2022,2,3,901104609,SETROC MOBILE GROUP SAS,0
2022,3,1,901354361,PARTNERS TELECOM COLOMBIA SAS,19935143079
2022,3,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,3,1,800153993,COMUNICACION CELULAR S A COMCEL S A,94558687159
2022,3,1,830016046,AVANTEL S.A.S,203076050
2022,3,1,901104609,SETROC MOBILE GROUP SAS,0
2022,3,1,830114921,COLOMBIA MOVIL  S.A ESP,43256095975
2022,3,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1545804669
2022,3,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,49905576982
2022,3,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,3,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1676448711
2022,3,2,901354361,PARTNERS TELECOM COLOMBIA SAS,21229977010
2022,3,2,800153993,COMUNICACION CELULAR S A COMCEL S A,97936358314
2022,3,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,51031418294
2022,3,2,830114921,COLOMBIA MOVIL  S.A ESP,46628510139
2022,3,2,901104609,SETROC MOBILE GROUP SAS,0
2022,3,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,3,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1697148470
2022,3,3,800153993,COMUNICACION CELULAR S A COMCEL S A,98216612788
2022,3,3,830114921,COLOMBIA MOVIL  S.A ESP,46311065890
2022,3,3,901354361,PARTNERS TELECOM COLOMBIA SAS,22019662424
2022,3,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,51510881983
2022,3,3,901104609,SETROC MOBILE GROUP SAS,0
2022,4,1,830114921,COLOMBIA MOVIL  S.A ESP,49990546168
2022,4,1,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1925620415
2022,4,1,800153993,COMUNICACION CELULAR S A COMCEL S A,105406000000
2022,4,1,901354361,PARTNERS TELECOM COLOMBIA SAS,24500005766
2022,4,1,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54913665891
2022,4,1,901104609,SETROC MOBILE GROUP SAS,0
2022,4,1,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,4,2,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,1978385079
2022,4,2,800153993,COMUNICACION CELULAR S A COMCEL S A,108644000000
2022,4,2,830114921,COLOMBIA MOVIL  S.A ESP,47773535571
2022,4,2,901354361,PARTNERS TELECOM COLOMBIA SAS,25983338123
2022,4,2,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,56620450549
2022,4,2,901104609,SETROC MOBILE GROUP SAS,0
2022,4,2,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,4,3,901354361,PARTNERS TELECOM COLOMBIA SAS,28403058689
2022,4,3,830114921,COLOMBIA MOVIL  S.A ESP,50804192262
2022,4,3,830122566,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,58142162145
2022,4,3,901104609,SETROC MOBILE GROUP SAS,0
2022,4,3,800153993,COMUNICACION CELULAR S A COMCEL S A,114845000000
2022,4,3,900420122,VIRGIN MOBILE COLOMBIA S.A.S.,0
2022,4,3,899999115,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,2051116651
